Date,Location,Dead,Injured,Total,Description
"May 31, 2018","Timmonsville, South Carolina",3,2,5,"A man killed a woman and two of her daughters, and injured her husband and her third daughter, when he shot them at their home. He has been arrested.[238]"
"May 30, 2018","Scottsdale, Arizona",7,0,7,"2018 Scottsdale Spree Shootings: Over the course of several days, a man killed a forensic psychologist, two paralegals, a counselor, and a couple from whom he took a handgun. The suspect killed himself when police began closing in on him.[239][240]"
"May 27, 2018","Shreveport, Louisiana",0,4,4,Four people were injured in a shooting on the bank of the Red River.[241]
"May 27, 2018","Aurora, Colorado",1,3,4,A fight in a nightclub spilled into the parking lot and resulted in a shooting that killed one person and injured three others.[242]
"May 25, 2018","Cincinnati, Ohio",0,4,4,A shooting broke out after a man tried to rob a group of people playing dice. Four people were injured by gunshots. Two men were arrested.[243]
"May 20, 2018","Anderson, Indiana",0,4,4,Four people were wounded in a shooting at a block party.[244]
"May 20, 2018","Hazlehurst, Mississippi",1,7,8,"Two suspects fired shots into a nightclub, killing one person and wounding seven others.[245]"
"May 18, 2018","Santa Fe, Texas",10,14[n 1],24,"Santa Fe High School shooting: A student at Santa Fe High School shot and killed ten people and wounded fourteen others. Explosive devises were also found, but they were not detonated. The suspect was taken into custody by police.[246]"
"May 16, 2018","Ponder, Texas",5,1,6,A man wounded his ex-wife and killed their three children and his ex-wife's boyfriend before killing himself in a murder–suicide.[247]
"May 14, 2018","Baltimore, Maryland",0,4,4,Four men were wounded in a shooting near a playground.[248]
"May 13, 2018","Stockton, California",3,2,5,"A shooter fired into a home, killing a five-year old girl and her parents, and wounding two other family members.[249]"
"May 13, 2018","Byhalia, Mississippi",0,4,4,"A man opened fire at a block party, possibly after a fight over a dice game, wounding four people. The suspect was arrested.[250][251]"
"May 13, 2018","Los Angeles, California",2,2,4,A man killed one teenage boy and wounded three others. One of the wounded boys died in the hospital several days later.[252]
"May 12, 2018","Omaha, Nebraska",0,7,7,Seven people were wounded in a shooting.[253]
"May 12, 2018","Paulsboro, New Jersey",0,4,4,Four people were injured by gunfire in a shooting following a fight at a birthday party.[254]
"May 11, 2018","Saint Louis, Missouri",0,4,4,Two children and two adults were injured when shooters fired at them from two cars.[255]
"May 11, 2018","Talihina, Oklahoma",1[n 1],4,5,"Four police officers were injured in a shootout while trying to execute a search warrant, either by gunfire or from shrapnel from explosives in the home. The suspect was killed.[256]"
"May 9, 2018","Omaha, Nebraska",0,4,4,Four people were injured in a suspected drive-by shooting outside an apartment complex.[257]
"May 9, 2018","Saint Louis, Missouri",0,4,4,Four people were wounded in a shooting.[258]
"May 7, 2018","San Diego, California",0,5,5,Two men approached a group of people and wounded four people. A fifth victim was shot and wounded several blocks away. Police believe the first attack was gang-related.[259]
"May 6, 2018","Stillwater, Oklahoma",0,4,4,"After a fight and theft from the bar and a tip jar, private security shut down a party. As the guests left, several weapons were fired and four people were injured.[260]"
"May 6, 2018","Memphis, Tennessee",2,4,6,Two people were killed and four were injured after they were shot while traveling in a car by a gunman in another car.[261]
"May 5, 2018","Columbus, Georgia",0,5,5,Five people were injured in a shooting. A suspect was arrested.[262]
"May 4, 2018","Henderson, North Carolina",0,4,4,Four people were injured in a shooting.[263]
"May 4, 2018","Chicago Heights, Illinois",0,4,4,A shooting at a house party wounded four people.[264]
"May 2, 2018","Chicago, Illinois",1,4,5,"A man shot at a group of people from a car, killing one and wounding four. He and the driver of the car were later arrested.[265]"
"May 2, 2018","Minneapolis, Minnesota",0,6,6,Six people were wounded after guns were fired following an argument at a housing complex. Three people were arrested.[266]
"May 2, 2018","Brooklyn, New York",1,4,5,One person was killed and four were wounded following a shooting outside of an apartment complex.[267]
"May 1, 2018","New Orleans, Louisiana",0,5,5,Five people were injured in a shooting.[268]
"April 30, 2018","Pompano Beach, Florida",0,4,4,A man pulled out a gun after being punched during an after-party at a club and wounded four people.[269]
"April 30, 2018","Washington, District of Columbia",0,4,4,Four people were injured in a drive-by shooting.[270]
"April 29, 2018","Wartburg, Tennessee",0,4,4,A man shot and wounded two people at an apartment complex. Two more people were wounded by gunfire while trying to disarm the shooter. The shooter was arrested.[271]
"April 29, 2018","Bryn Mawr-Skyway, Washington",2,2,4,Two people were killed and two others were injured in a shooting in a parking lot outside a motorcycle club.[272]
"April 29, 2018","Monroe, North Carolina",1,3,4,A man killed one person and wounded three others in a shooting. He was later arrested by police.[273]
"April 29, 2018","West Palm Beach, Florida",1,3,4,A man killed one person and injured three others in a shooting at a nightclub. He was later arrested by police.[274]
"April 28, 2018","Maxton, North Carolina",0,5,5,Five were injured in a shooting following an argument at a party.[275]
"April 25, 2018","Pine Bluff, Arkansas",0,4,4,Four people were injured after men stepped out of a truck and began shooting at them.[276]
"April 25, 2018","Saint Louis, Missouri",3,1,4,Three people were killed and one was wounded after being shot in a home. A suspect was later taken into custody by police.[277]
"April 24, 2018","Flint, Michigan",0,4,4,Four people were injured in a shooting.[278]
"April 22, 2018","New Orleans, Louisiana",1,5,6,"After a domestic issue, a man went on a shooting spree that resulted in one death and five people being injured by gunfire. The man was arrested.[279]"
"April 22, 2018","Nashville, Tennessee",4,2,6,"Nashville Waffle House shooting: A gunman entered a Waffle House, where he killed four people and injured two others. He was later taken into custody.[280]"
"April 21, 2018","Philadelphia, Pennsylvania",2,2,4,A man killed two people and wounded two others after being kicked out of a party.[281]
"April 20, 2018","San Francisco, California",1,5,6,"A gunman shot six men standing near each, killing one and injuring five.[282]"
"April 18, 2018","Asheville, North Carolina",4[n 1],3,7,"A man killed a mother and two of her children, wounded her other three children, and then killed himself.[283]"
"April 15, 2018","Shreveport, Louisiana",0,6,6,Six people in a tattoo parlor were injured when they were shot at by a person in a pickup truck outside the business.[284]
"April 9, 2018","Vallejo, California",0,4,4,Four people were injured in a shooting outside an apartment complex.[285]
"April 8, 2018","Hickory, North Carolina",1,3,4,"Several people fired hundreds of rounds outside of a bar, killing one person and injuring three others. Three men were arrested.[286]"
"April 8, 2018","Miami, Florida",2,2,4,Two people were killed and two were wounded in a shooting in the Liberty City neighborhood of Miami.[287]
"April 6, 2018","Jacksonville, Florida",0,4,4,Four people were wounded in a shooting.[288]
"April 6, 2018","Virginia Beach, Virginia",1,3,4,One person was killed and three others were injured in a shooting.[289]
"April 4, 2018","New Orleans, Louisiana",2,2,4,Two people were killed and two others were injured in a shooting.[290]
"April 2, 2018","Houston, Texas",1,3,4,One person was killed and three others were wounded in a drive-by shooting outside of a home.[291]
"April 1, 2018","Mobile, Alabama",1,4,5,A fifteen-year-old was killed and four other people were wounded in a shooting at a spring break party.[292]
"April 1, 2018","Saginaw, Michigan",0,5,5,Five people were injured in a shooting at a house party.[293]
"March 31, 2018","Asbury Park, New Jersey",0,5,5,Five people were wounded in a drive-by shooting.[294]
"March 29, 2018","Plano, Texas",1,3,4,One person was killed and three others were injured in a shooting at an apartment complex. One person was arrested.[295]
"March 29, 2018","Camden, New Jersey",0,4,4,Four people were wounded in a shooting inside a business.[296]
"March 24, 2018","Salt Lake City, Utah",0,4,4,Four people were injured in a drive-by shooting directed at a traveling rap group. The shooting may have been gang-related.[297]
"March 21, 2018","San Francisco, California",1,5[n 1],6,"A police officer, the suspect, and four others were all wounded by gunfire. One of the wounded victims later died of his injuries.[298]"
"March 17, 2018","Louisville, Kentucky",0,7,7,Seven people were injured in a shooting in a nightclub.[299]
"March 17, 2018","Harvey, Illinois",0,4,4,"Four men were wounded in a shooting in a strip club, which seemed to stem from an earlier incident at a different nightclub.[300]"
"March 13, 2018","Macclenny, Florida",0,4,4,Four people were injured in a drive-by shooting. Two people were later arrested.[301]
"March 12, 2018","Modesto, California",0,4,4,Four people were injured when shots were fired through the garage door of the garage they were in.[302]
"March 11, 2018","Champaign, Illinois",1,3,4,Three people were wounded and one other was fatally injured in a nightclub shooting following a verbal argument.[303]
"March 11, 2018","South Bend, Indiana",0,6,6,Six people were wounded when a man began shooting at a house party. He was arrested.[304]
"March 11, 2018","Saginaw, Michigan",0,5,5,Five people were injured in a shooting following an argument at a party.[305]
"March 9, 2018","Yountville, California",5[n 1][n 7],0,5,"Yountville Shooting: A man entered the Veterans Home of California and held three staff members hostage. He killed the three staff members (and the unborn child of one of the staff members, who was pregnant) before killing himself in a murder–suicide.[306]"
"March 9, 2018","Wadesboro, North Carolina",3,1,4,A man killed three people and injured one other in a shooting at a restaurant and bar. He was arrested two days later.[307]
"March 7, 2018","Hurtsboro, Alabama",2,2,4,A man entered a restaurant and killed the restaurant's owner and wounded three others. He was later taken into custody by police.[308]
"March 4, 2018","Rockford, Illinois",1,4,5,One man was killed and four other people were injured in a shooting at a party.[309]
"March 3, 2018","Miami, Florida",0,4,4,Four people were injured in a shooting.[310]
"March 3, 2018","Brooklyn, New York",1,3,4,One person was killed and three were injured in a shooting or series of shootings in a close vicinity.[311]
"February 27, 2018","Bridgeport, Connecticut",0,4,4,Four people were wounded after being shot by at least three shooters.[312]
"February 26, 2018","Detroit, Michigan",5[n 1],0,5,"A man shot and killed the mother of his child and another woman who was sitting with her in a car at a gas station. He then killed another man at the gas station before returning home and killing his cousin. After being urged by his mother to turn himself in to police, the suspect killed himself.[313][314]"
"February 23, 2018","Palm Beach Gardens, Florida",1,3,4,One person was killed and three were injured after a drug deal.[315]
"February 18, 2018","San Antonio, Texas",0,5,5,Five people were injured in a shooting outside a Texas Roadhouse.[316]
"February 17, 2018","Kansas City, Kansas",1,7,8,One person was killed and seven others were injured at a party in what police suspect to be a gang-related shooting.[317]
"February 17, 2018","Memphis, Tennessee",0,5,5,Five people were wounded in a shooting outside a nightclub.[318]
"February 16, 2018","Oklahoma City, Oklahoma",1,3,4,One person was killed and three were injured inside a home. The man who died had been receiving threats after falling out with a gang. Two people were arrested.[319]
"February 14, 2018","Parkland, Florida",17,17,34,"Stoneman Douglas High School shooting: A former student of Marjory Stoneman Douglas High School entered the school, killed seventeen people, and wounded seventeen others. He was taken into custody by police.[320][321]"
"February 13, 2018","New Orleans, Louisiana",3,5,8,A series of shootings left three people dead and five others wounded during theMardi Gras celebration in New Orleans.[322]
"February 11, 2018","Detroit, Michigan",4[n 1],3,7,Three women were killed and three police officers were wounded before a gunman killed himself in a murder–suicide in a home.[323]
"February 10, 2018","Paintsville, Kentucky",5[n 1],0,5,A gunman killed two people in a home and two other people in an apartment building before killing himself in a murder–suicide.[324]
"February 7, 2018","Lake Worth, Florida",3[n 1],3,6,A man killed two people and injured three others in a series of shootings before being shot and killed by a police officer.[325]
"February 5, 2018","Colorado Springs, Colorado",2[n 1],4,6,A sheriff's deputy was killed and three detectives and a passerby were wounded in a shooting. The suspect was killed by police.[326]
"February 3, 2018","Cleveland, Ohio",1,5,6,One person was killed and five others were injured in a shooting at a sports bar.[327]
"January 31, 2018","Saint Louis, Missouri",0,4,4,Three people in a car and a man standing at a bus stop were injured when they were shot at by someone in another vehicle.[328]
"January 28, 2018","Melcroft, Pennsylvania",5[n 1],0,5,"A man shot his ex-girlfriend and three other people at a car wash. The suspect also sustained a gunshot injury, suspected to be self-inflicted, and later died of his injuries.[329]"
"January 28, 2018","Reading, Pennsylvania",4,0,4,Four men were killed in a shooting in an apartment.[330]
"January 28, 2018","Indianapolis, Indiana",2,3,5,Two were killed and three people were injured in a shooting at a bar.[331]
"January 27, 2018","Los Angeles, California",0,5,5,Five people were injured in a gang-related drive-by shooting.[332]
"January 27, 2018","Bowling Green, Kentucky",0,4,4,Four people were wounded in a fight in and outside a club.[333]
"January 25, 2018","Washington, District of Columbia",0,4,4,Four people were injured in a shooting.[334]
"January 23, 2018","Philadelphia, Pennsylvania",0,4,4,Four people were injured in a drive-by shooting.[335]
"January 23, 2018","Benton, Kentucky",2,16,18,Marshall County High School Shooting: A fifteen-year-old student killed two other students and injured sixteen others before discarding his weapon and attempting to hide among other students. He was apprehended by police.[336]
"January 21, 2018","Orlando, Florida",0,4,4,Four children were injured in a shooting. Two teenage suspects were arrested by police.[337]
"January 21, 2018","Chicago, Illinois",0,4,4,Four people were injured after being shot near the entrance to a party.[338]
"January 17, 2018","Washington, District of Columbia",1,3,4,A man killed one person and injured three others after determining them to be acquaintances of a person who stole his favorite pistol. The man was later taken into custody.[339]
"January 15, 2018","Alachua, Florida",0,5,5,Five people were injured in a gang-related drive-by shooting believed to be related to a murder that had happened the previous day. Two suspects were arrested.[340]
"January 14, 2018","Eutaw, Alabama",1,4,5,One person was killed and four were injured in a shooting following a fight at a biker club party.[341]
"January 14, 2018","Madison, Alabama",0,4,4,Four people were injured in a shooting at a hotel. A suspect was arrested.[342]
"January 12, 2018","Nashville, Tennessee",3,2,5,"A man wounded his stepmother and killed her two daughters before highjacking a car, killing the driver and wounding the passenger. A suspect was arrested after abandoning the car.[343]"
"January 11, 2018","Saint Robert, Missouri",2,2,4,"Four people were discovered in a vehicle, two deceased and two wounded, after police responded to calls of an abandoned car.[344]"
"January 7, 2018","Union Springs, Alabama",1,5,6,A shooting onUS Highway 29 led to the shooting of another person at a local hospital. One person was killed and five others were wounded. Three suspects were arrested.[345][346]
"January 7, 2018","Plantation, Florida",0,4,4,Four people were wounded while leaving a private party.[347]
"January 5, 2018","Hattiesburg, Mississippi",0,6,6,Six people were wounded in a drive-by shooting behind a bar.[348]
"January 4, 2018","Brinkley, Arkansas",1,3,4,A 33-year-old was killed and three others wounded in a common area of an apartment complex.[349]
"January 1, 2018","Huntsville, Alabama",1,3,4,A 21-year-old was killed and three others were wounded shortly after midnight at a New Year's Eve party.[350]
